Song Heading,Singer,Composer,Lyricist,Actor,Film (Year),Category
Yaad Aa Raha Hai Dard-E-Disco3.00 - 1 votes,Bappi Lahiri,Bappi Lahiri,Sameer,Bappi Lahiri,It's Rocking - Dard-E-Disco (2012),Romantic Songs
You Are Boka Chor Boka Chor3.00 - 1 votes,Bappi Lahiri,Bappi Lahiri,Deepak Sneh,,It's Rocking - Dard-E-Disco (2012),Romantic Songs
Dil Se Dil Mile To Bolo Kya Hota Hai (Mohabbat)1.00 - 1 votes,"Alka Yagnik, Zubeen Garg",Bappi Lahiri,Virag Mishra,Sneha Ullal,It's Rocking - Dard-E-Disco (2012),Romantic Songs
Instagram Love3.00 - 1 votes,"Raftaar, Kappie",Raftaar,Raftaar,"Kappie, Raftaar",Instagram Love (2016),Pop Songs
Aaja Khatam Sabr Kar De4.40 - 10 votes,Sunidhi Chauhan,Sharib Toshi,A. M. Turaz,,Ghost (2011),Romantic Songs
Dil Ke Liye Chehraa Koi4.00 - 2 votes,Javed Ali,Sharib Toshi,"Toshi Sabri, Sharib Sabri",,Ghost (2011),Masti Bhare Geet
Jalwanumaa Tu Har Jagah4.00 - 2 votes,"Akram Sabri, Toshi Sabri",Sharib Toshi,Sagar,,Ghost (2011),Romantic Songs
Dil Tujhe Dhundhta Hai Raho Me Puchta Hai Kaha Hai Tu3.00 - 1 votes,Sharib Sabri,Sharib Toshi,Kumaar,,Ghost (2011),Romantic Songs
?Salame Salame Hai3.00 - 1 votes,"Sharib Sabri, Shaan",Sharib Toshi,Kumaar,,Ghost (2011),Dance Songs
Ae Hawa Yeh Bata Ae Ghata Yeh Bata3.58 - 24 votes,Lata Mangeshkar,Laxmikant Pyarelal,Anand Bakshi,"Rekha, Dharmendra",Ghazab (1982),Masti Bhare Geet
"Aage Se Dekho Piche Se Dekho, Uper Se Dekho Niche Se Dekho4.54 - 13 votes","Amit Kumar, Kishore Kumar",Laxmikant Pyarelal,Anand Bakshi,Dharmendra,Ghazab (1982),Masti Bhare Geet
Jan E Man Jan E Jigar Jan E Tamanna Jaan Le (Duet)4.43 - 14 votes,"Amit Kumar, Kishore Kumar",Laxmikant Pyarelal,Anand Bakshi,"Dharmendra, Rekha",Ghazab (1982),Romantic Songs
Jan E Man Jan E Jigar Jan E Tamanna Jaan Le4.19 - 16 votes,Amit Kumar,Laxmikant Pyarelal,Anand Bakshi,"Rekha, Dharmendra",Ghazab (1982),Romantic Songs
Ghar Se Chali Thi Main Ek Din Sham Ko4.00 - 2 votes,"Kishore Kumar, Lata Mangeshkar",Laxmikant Pyarelal,Anand Bakshi,"Rekha, Dharmendra",Ghazab (1982),Dance Songs
Music (Ghazab)1.00 - 1 votes,,Laxmikant Pyarelal,,,Ghazab (1982),Instrumental Songs
Lapak Jhapak4.50 - 2 votes,"Armaan Malik, Siddharth Mahadevan, Yashita Yashpal Sharma","Loy Mendonsa, Ehsaan Noorani, Shankar Mahadevan",Amitabh Bhattacharya,"Diana Khan, Aanchal Munjal, Shivam Patil, Rishabh Arora",Ghayal Once Again (2016),Happy Songs
Khuda Hai Tere Andar3.00 - 1 votes,Arijit Singh,Shankar Ehsaan Loy,Amitabh Bhattacharya,,Ghayal Once Again (2016),
Aayeeye Ishq Farmaiye3.67 - 3 votes,Pankaj Udhas,Pankaj Udhas,Zameer Kazmi,,Ghoonghat (Pankaj Udhas) (2001),Ghazals
Ghoonghat Ko Mat Khol3.17 - 6 votes,Pankaj Udhas,Pankaj Udhas,Zameer Kazmi,Pankaj Udhas,Ghoonghat (Pankaj Udhas) (2001),Ghazals
Saat Hi Sur Hai Sargam Me3.00 - 2 votes,Pankaj Udhas,Pankaj Udhas,Zameer Kazmi,,Ghoonghat (Pankaj Udhas) (2001),Ghazals
Chand Ke Baad Sitaaron Ki3.00 - 1 votes,Pankaj Udhas,Pankaj Udhas,Qaiser-Ul-Jafri,,Ghoonghat (Pankaj Udhas) (2001),Ghazals
Kahani Pyar Kee3.00 - 1 votes,Pankaj Udhas,Pankaj Udhas,Zameer Kazmi,,Ghoonghat (Pankaj Udhas) (2001),Ghazals
Kyaa Mujhse Dosti Karoge3.00 - 1 votes,Pankaj Udhas,Pankaj Udhas,Zameer Kazmi,,Ghoonghat (Pankaj Udhas) (2001),Ghazals
Shikve Bhi Hazaron Hai3.00 - 1 votes,Pankaj Udhas,Pankaj Udhas,Zafar Gorakhpuri,,Ghoonghat (Pankaj Udhas) (2001),Ghazals
Unki Ankhon Se Masti3.00 - 1 votes,Pankaj Udhas,Pankaj Udhas,Traditional,,Ghoonghat (Pankaj Udhas) (2001),Ghazals
Zara Kal Fir Miliyega3.00 - 1 votes,Pankaj Udhas,Pankaj Udhas,Zameer Kazmi,,Ghoonghat (Pankaj Udhas) (2001),Ghazals
"Mere Devta, Main Tumhari Daasi Hu3.28 - 25 votes",Lata Mangeshkar,Ravi,Ravi,,Ghatna (1974),
Hazaar Baaten Kahe Zamaanaa Meri Vafaa Pe Yaqin4.57 - 23 votes,Lata Mangeshkar,Ravi,Ravi,"Asit Sen, Anjali Kadam, Kiran Kumar, Danny Denzongpa",Ghatna (1974),
Pa Pa Pa Pa Pa Hey Zindagi Hain3.60 - 5 votes,Ajit Singh,Ravi,Ravi,,Ghatna (1974),
Khud Ko Behtar4.00 - 2 votes,Hariharan,Ustad Ghulam Mustafa Khan,Abdul Hai Anjum,,Ghazal Ka Mausam (Hariharan) (1981),Ghazals
Nishaan Yun To The4.00 - 2 votes,Hariharan,Ustad Ghulam Mustafa Khan,Shahryar,,Ghazal Ka Mausam (Hariharan) (1981),Ghazals
Patthar Sulag Rahe Hain4.00 - 2 votes,Hariharan,Ustad Ghulam Mustafa Khan,Mumtaz Rashid,,Ghazal Ka Mausam (Hariharan) (1981),Ghazals
Dayaam Pada Hua Tere Dar Par3.00 - 1 votes,Hariharan,Ustad Ghulam Mustafa Khan,Mirza Ghalib,,Ghazal Ka Mausam (Hariharan) (1981),Ghazals
Hasti Apni Shabaab Ki Si Hain3.00 - 1 votes,Hariharan,Ustad Ghulam Mustafa Khan,Mir Taqi Mir,,Ghazal Ka Mausam (Hariharan) (1981),Ghazals
Zabt-E-Gham Ka Silaa3.00 - 1 votes,Hariharan,Ustad Ghulam Mustafa Khan,Qabil Ajmeri,,Ghazal Ka Mausam (Hariharan) (1981),Ghazals
Main Yaha Tu Waha Jaise Jamin Aasmaa4.25 - 4 votes,"Shaan, Shreya Ghoshal",Singeetam Srinivasa Rao,Sameer,,Ghatothkach (2008),
Angalik Bangalik4.00 - 2 votes,Shravan,Singeetam Srinivasa Rao,Sameer,,Ghatothkach (2008),
Aa Na Aaja Na Ab3.50 - 6 votes,"Sunidhi Chauhan, Sudesh Bhosle",Singeetam Srinivasa Rao,Sameer,,Ghatothkach (2008),Funny Songs
Maya Bazar3.50 - 2 votes,"Daler Mehndi, Sudesh Bhosle",Singeetam Srinivas Rao,Sameer,,Ghatothkach (2008),
Natnaagar Ki Hai Saari Leela4.50 - 2 votes,Mahalakshmi Iyer,Singeetam Srinivasa Rao,Sameer,,Ghatothkach (2008),
Main Hoon Khatothkach (Child)4.33 - 3 votes,Shravan,Singeetam Srinivasa Rao,Sameer,,Ghatothkach (2008),
Main Hoon Khatothkach (Adult)3.00 - 1 votes,Sudesh Bhosle,Singeetam Srinivasa Rao,Sameer,,Ghatothkach (2008),
Saja Hai Bhojanaalay3.00 - 1 votes,S P Balasubramaniam,Singeetam Srinivasa Rao,Sameer,,Ghatothkach (2008),
"Pyasi Jawani Hai, Raat Tufani Hai4.00 - 10 votes",S Janaki,Bappi Lahiri,Anjaan,,Ghayal (1990),
Mahiya Teri Kasam (Sad)4.00 - 2 votes,Lata Mangeshkar,Bappi Lahiri,Anjaan,,Ghayal (1990),Sad Songs
Sochna Kya Jo Bhi Hoga Dekha Jayega4.44 - 32 votes,Kumar Sanu,Bappi Lahiri,Indeevar,Sunny Deol,Ghayal (1990),Sad Songs
Sochna Kya Jo Bhi Hoga Dekha Jayega4.03 - 40 votes,"Shabbir Kumar, Kumar Sanu, Asha Bhosle",Bappi Lahiri,Anjaan,"Meenakshi Seshadri, Sunny Deol, Moushumi Chatterjee, Raj Babbar",Ghayal (1990),Philosophical Songs
Mahiya Teri Kasam4.14 - 7 votes,"Lata Mangeshkar, Pankaj Udhas",Bappi Lahiri,Anjaan,"Sunny Deol, Meenakshi Seshadri",Ghayal (1990),Romantic Songs
Pyar Tum Mujhse Karti Ho3.89 - 9 votes,"Janki, Amit Kumar",Bappi Lahiri,Anjaan,"Sunny Deol, Meenakshi Seshadri",Ghayal (1990),Romantic Songs
Ik Taraf Hai Gharwali3.50 - 2 votes,"Udit Narayan, Anuradha Sriram",Anu Malik,Dev Kohli,"Rambha, Raveena Tandon, Anil Kapoor",Gharwali Baharwali (1998),Funny Songs
Love Love Kar Le3.00 - 1 votes,"Udit Narayan, Poornima, Anu Malik",Anu Malik,Nitin Raikwar,,Gharwali Baharwali (1998),
Nepaal Ki Thandi Thandi Hawaao Mein3.00 - 1 votes,"Udit Narayan, Anuradha Paudwal, Anu Malik",Anu Malik,Nitin Raikwar,"Rambha, Raveena Tandon, Anil Kapoor",Gharwali Baharwali (1998),Dance Songs
Rab Jaane Bhai Rab Jaane4.00 - 2 votes,"Udit Narayan, Anuradha Sriram, Anu Malik",Anu Malik,Nitin Raikwar,"Anil Kapoor, Rambha",Gharwali Baharwali (1998),Funny Songs
Tara Rara Rara Rara4.00 - 2 votes,"Kumar Sanu, Anuradha Sriram",Anu Malik,Dev Kohli,"Raveena Tandon, Anil Kapoor",Gharwali Baharwali (1998),Masti Bhare Geet
Ghunghat Mein Chehara Chhupaati Bhi Hai3.00 - 1 votes,"Vinod Rathod, Shankar Mahadevan",Anu Malik,Sameer,,Gharwali Baharwali (1998),
Love Love Kar Le (Part-2)3.00 - 1 votes,"Anuradha Paudwal, Anu Malik",Anu Malik,Nitin Raikwar,,Gharwali Baharwali (1998),
Raat Hanseen Hai Pyaar Jawaan Hai4.75 - 4 votes,Kishore Kumar,Sharda,Qamar Jalalabadi,,Gharibi Hatao (1973),
Kabhi Khili Dil Ki Kali (Male)4.71 - 7 votes,Kishore Kumar,Sharda,Qamar Jalalabadi,,Gharibi Hatao (1973),Romantic Songs
Kabhi Khili Dil Ki Kali (Duet)4.50 - 4 votes,"Mohammed Rafi, Sharda",Sharda,Qamar Jalalabadi,,Gharibi Hatao (1973),
Ye Anjuman Ye Khushiya Ye Rang Ye Najaare4.33 - 3 votes,Mohammed Rafi,Sharda,Kafil Azar,,Gharibi Hatao (1973),
Dekho Bachho Dil Behlane Chacha Kya Kya Laye4.25 - 8 votes,Kishore Kumar,Sharda,R K Middha,,Gharibi Hatao (1973),Happy Songs
Buddha Tha Paisa Wala Gale Me Aisa Dala3.00 - 1 votes,"Birbal, Preeti Bala, Mahendra Kapoor",Sharda,R K Middha,,Gharibi Hatao (1973),Funny Songs
Tujhko Di Surat Pari Si Dil Nahi Tujhko Diya3.88 - 48 votes,Pankaj Udhas,Amar Utpal,Anjaan,"Neelam Kothari, Govinda",Ghar Mein Ram Gali Mein Shyam (1987),Sad Songs
Ghar Me Ram Gali Me Shyam4.40 - 5 votes,Kishore Kumar,Amar Utpal,Anjaan,"Neelam Kothari, Govinda",Ghar Mein Ram Gali Mein Shyam (1987),Title Song
Duhaai Hai Duhaai Dil Kaisi Chot Khayi3.50 - 2 votes,"Anuradha Paudwal, Mohammed Aziz",Amar Utpal,Anjaan,,Ghar Mein Ram Gali Mein Shyam (1987),Dance Songs
Ganapathi Bappa Moriya4.50 - 6 votes,Suresh Wadkar,Amar Utpal,Anjaan,,Ghar Mein Ram Gali Mein Shyam (1987),
Yeh Jeevan Aisa Hai4.00 - 2 votes,Pankaj Udhas,Amar Utpal,Anjaan,,Ghar Mein Ram Gali Mein Shyam (1987),
Badarva Barsan Ko Aaye3.00 - 4 votes,Kalyani,Shyam Babu Pathak,Ehsan Rizvi,,Ghar Sansar (1942),
Ae Sakhi Aa Gayi Rut Jawani1.00 - 1 votes,Kajjan,Shyam Babu Pathak,Ehsan Rizvi,,Ghar Sansar (1942),
Asha Safal Tumhari1.00 - 1 votes,,Shyam Babu Pathak,Ehsan Rizvi,,Ghar Sansar (1942),
Dillagi Dil Ki Lagi Ho Jayegi1.00 - 1 votes,Kajjan,Shyam Babu Pathak,Ehsan Rizvi,,Ghar Sansar (1942),
Ek Sangdil Se1.00 - 1 votes,Mumtaz Begum,Shyam Babu Pathak,Ehsan Rizvi,,Ghar Sansar (1942),
Ghar Sansar Hamara1.00 - 1 votes,Sardar Akhtar,Shyam Babu Pathak,Ehsan Rizvi,,Ghar Sansar (1942),
Jee Me Thani Hain Ke Hans Hans Ke Rulana Hoga1.00 - 1 votes,Kalyani,Shyam Babu Pathak,Ehsan Rizvi,,Ghar Sansar (1942),
Jhulun Hindola Shyam Sang1.00 - 1 votes,Kajjan,Shyam Babu Pathak,Ehsan Rizvi,,Ghar Sansar (1942),
More Jivan Me Anand Chaya1.00 - 1 votes,"Baby Tara, Sardar Akhtar",Shyam Babu Pathak,Ehsan Rizvi,,Ghar Sansar (1942),
Aankho Me Palee Palko Pe Chalee3.82 - 11 votes,"Alka Yagnik, Kumar Sanu",Bappi Lahiri,Indeevar,Rekha,Insaaf Ki Devi (1992),"Songs for Kids, Happy Songs"
Behad Pyaar3.00 - 1 votes,"Gil Levy, Blaaze, A R Rahman",A R Rahman,"Gil Levy, Blaaze, A R Rahman, Irshad Kamil",A R Rahman,Infinite Love (2012),
Imaginary3.00 - 1 votes,Imran Khan,ErenEsound,Imran Khan,,Imaginary (Non Film) (2015),Rock Songs
Imagine3.00 - 1 votes,"Naguale, Dina Gabri, Sukhbir","Ovidiu Baciu, Alex Pelin","Ovidiu Baciu, Alex Pelin",,Imagine (Album) (2015),Pop Songs
Dilli Me Dhunda1.00 - 1 votes,Bappi Lahiri,Bappi Lahiri,Kuku Prabhash,,Ghungta (Album) (2004),
Ghungta Utha1.00 - 1 votes,Bappi Lahiri,Bappi Lahiri,Kuku Prabhash,,Ghungta (Album) (2004),
Ishq Mein Jeena1.00 - 1 votes,Bappi Lahiri,Bappi Lahiri,Kuku Prabhash,,Ghungta (Album) (2004),
Mujko Tu Neta Banade1.00 - 1 votes,Bappi Lahiri,Bappi Lahiri,"Manvani Anand, Prem Gulati",,Ghungta (Album) (2004),
Mujko Tu Neta Banade (Remix)1.00 - 1 votes,Bappi Lahiri,Bappi Lahiri,"Manvani Anand, Prem Gulati",,Ghungta (Album) (2004),Remix Songs
O Goriyaa1.00 - 1 votes,Bappi Lahiri,Bappi Lahiri,Bappi Lahiri,,Ghungta (Album) (2004),
Raat Sapno Me Aaayi1.00 - 1 votes,Bappi Lahiri,Bappi Lahiri,Kuku Prabhash,,Ghungta (Album) (2004),
Sapna Sapnaa1.00 - 1 votes,Bappi Lahiri,Bappi Lahiri,Kuku Prabhash,,Ghungta (Album) (2004),
"Akhiyo Ka Kajra, Hatho Ka Gazara Kano Ka Jhumka Kiske Liye4.54 - 13 votes","Kishore Kumar, Asha Bhosle",R D Burman,Vijay Anand,"Rekha, Vijay Anand",Ghungroo Ki Awaaz (1981),Masti Bhare Geet
Roti Roti Rainaa Rote Rote Nainaa4.60 - 5 votes,Asha Bhosle,R D Burman,Vijay Anand,"Rekha, Vijay Anand",Ghungroo Ki Awaaz (1981),
"Mere Humraj, Kaisa Hai Yeh Raaj4.00 - 2 votes",Kishore Kumar,R D Burman,Vijay Anand,"Vijay Anand, Rekha",Ghungroo Ki Awaaz (1981),Sad Songs
Jo Bhi Tune Dekha Teri Aankho Kaa Bharm Hai4.00 - 2 votes,Asha Bhosle,R D Burman,Vijay Anand,"Vijay Anand, Dheeraj Kumar, Rekha",Ghungroo Ki Awaaz (1981),Mujra Songs
Na Mai Jaanu Pichhala Na Mai Jaanu Agala Log Kahege Pagla Pagla3.50 - 2 votes,Suresh Wadkar,R D Burman,Vijay Anand,"Rekha, Vijay Anand",Ghungroo Ki Awaaz (1981),
Badnaam Ho Raha Hai Ab Ishq Ka Fasana4.20 - 10 votes,Lata Mangeshkar,Chitalkar Ramchandra,Rajinder Krishan,,Ghungroo (1952),
Mujhe Apna Bana Mere Dil Me Sama4.29 - 7 votes,"Geeta Dutt, Lata Mangeshkar",Chitalkar Ramchandra,Rajinder Krishan,,Ghungroo (1952),
Mere Peeche Peeche Aake4.00 - 2 votes,"Chitalkar Ramchandra, Shamshad Begum",Chitalkar Ramchandra,Rajinder Krishan,,Ghungroo (1952),
Ek Bewafa Se Pyar Kiya3.17 - 6 votes,"Chitalkar Ramchandra, Shamshad Begum",Chitalkar Ramchandra,Rajinder Krishan,,Ghungroo (1952),
Wafa Humne Ki Thi3.00 - 3 votes,Lata Mangeshkar,Chitalkar Ramchandra,Rajinder Krishan,,Ghungroo (1952),
Kaali-Kaali Ratiyan Yaad Sataye4.38 - 26 votes,Lata Mangeshkar,Chitalkar Ramchandra,Rajinder Krishan,,Ghungroo (1952),
Dil-E-Beqarar Soja3.79 - 19 votes,Lata Mangeshkar,Chitalkar Ramchandra,Rajinder Krishan,,Ghungroo (1952),
Main Apne Dil Ka Afsana4.44 - 9 votes,Lata Mangeshkar,Chitalkar Ramchandra,Rajinder Krishan,,Ghungroo (1952),
"Dil Kisi Ko Dijiye Dil Kisi Ka Liji, Duniya Jo Chahati, Koi Gham Na Kiji3.00 - 4 votes","Zohrabai Ambalewali, Mohammed Rafi",Chitalkar Ramchandra,Rajinder Krishan,,Ghungroo (1952),
Hota Hai Kaise Pyar Suno Main1.00 - 1 votes,Chitalkar Ramchandra,Chitalkar Ramchandra,Rajinder Krishan,,Ghungroo (1952),
Gaye Ja Gaye Ja4.67 - 3 votes,"Nirmala Devi, Mohammed Rafi",Shankar Rao Vyas,Ramesh Gupta,,Ghunghat (1946),
Bahut Mayus Ho Kar4.50 - 4 votes,Mohammed Rafi,Shankar Rao Vyas,Ramesh Gupta,,Ghunghat (1946),
Naino Se Mad Madira Pilakar4.00 - 2 votes,"Nirmala Devi, Mohammed Rafi",Shankar Rao Vyas,Ramesh Gupta,,Ghunghat (1946),
Aa Aa Re Balamwa Aa3.00 - 1 votes,,Shankar Rao Vyas,Ramesh Gupta,,Ghunghat (1946),
Aati Hai Yaad Tumhari3.00 - 1 votes,,Shankar Rao Vyas,Ramesh Gupta,,Ghunghat (1946),
Bhool Ja Apne Geet Purane3.00 - 1 votes,,Shankar Rao Vyas,Ramesh Gupta,,Ghunghat (1946),
Ruth Gaye Manmohan Mere3.00 - 1 votes,,Shankar Rao Vyas,Ramesh Gupta,,Ghunghat (1946),
Gori Zara Mukhde Se1.00 - 1 votes,,Shankar Rao Vyas,Ramesh Gupta,,Ghunghat (1946),
Kya Mann Ka Panchi Bole1.00 - 1 votes,,Shankar Rao Vyas,Ramesh Gupta,,Ghunghat (1946),
Mann Ke Chor1.00 - 1 votes,Nirmala Devi,Shankar Rao Vyas,Ramesh Gupta,,Ghunghat (1946),
Mere Mann Ki Rani1.00 - 1 votes,,Shankar Rao Vyas,Ramesh Gupta,,Ghunghat (1946),
Pyar Ke Dhage Dhage Dhage Tode Nahin Tute Tute Tute4.40 - 20 votes,"Manhar Udhas, Sadhana Sargam",Kalyanji Anandji,Anjaan,"Shashi Kapoor, Smita Patil, Komal Mahuakar, Kunal Goswami",Ghungroo (1983),
"Ye Jashn E Mohabbat, Tohafa Qubul Hai Hamein4.30 - 10 votes",Asha Bhosle,Kalyanji Anandji,Anjaan,"Komal Mahuakar, Kunal Goswami, Shashi Kapoor, Smita Patil, Waheeda Rehman",Ghungroo (1983),
Tum Salamat Raho4.60 - 5 votes,Asha Bhosle,Kalyanji Anandji,Prabha Thakur,,Ghungroo (1983),
Jo Safar Pyar Se Kat Jaye Vo Pyara Hai4.00 - 7 votes,"Alka Yagnik, Udit Narayan",Kalyanji Anandji,Prakash Mehra,,Ghungroo (1983),Masti Bhare Geet
Tere Daras Ke Pyase3.33 - 3 votes,Sadhana Sargam,Kalyanji Anandji,Anjaan,,Ghungroo (1983),
Dance Music (Ghungroo)3.00 - 1 votes,,Kalyanji Anandji,,,Ghungroo (1983),Instrumental Songs
Tere Daras Ke Pyase (Ii)3.00 - 1 votes,Sadhana Sargam,Kalyanji Anandji,Anjaan,,Ghungroo (1983),
Lakho Ke Bol Sahungi4.00 - 2 votes,Alka Yagnik,Lakshman Shahabadi,Lakshman Shahabadi,,Ghunghat (1988),
Parde Me Hu Sharab Ki2.00 - 3 votes,"Dilraj Kaur, Suresh Wadkar",Lakshman Shahabadi,Lakshman Shahabadi,,Ghunghat (1988),
Chhod Ke Maa Tere Pyar Ka Aanchal1.00 - 1 votes,Usha Mangeshkar,Lakshman Shahabadi,Lakshman Shahabadi,,Ghunghat (1988),
Jaa Kar To Dekho Sasural1.00 - 1 votes,Dilraj Kaur,Lakshman Shahabadi,Lakshman Shahabadi,,Ghunghat (1988),
Mere Dulhe Ki Na Puchho1.00 - 1 votes,Alka Yagnik,Lakshman Shahabadi,Lakshman Shahabadi,,Ghunghat (1988),
Mori Chham Chham Baje Payaliya3.87 - 23 votes,Lata Mangeshkar,Ravi,Shakeel Badayuni,Bina Roy,Ghunghat (1960),"Dance Songs, Happy Songs"
Do Nain Mile Do Phool Khile4.69 - 16 votes,"Asha Bhosle, Mahendra Kapoor",Ravi,Shakeel Badayuni,"Asha Parekh, Pradeep Kumar",Ghunghat (1960),Romantic Songs
Kya Kya Nazare Dikhati Hai Akhiya4.50 - 4 votes,"Mahendra Kapoor, Asha Bhosle",Ravi,Shakeel Badayuni,"Leela Chitnis, Asha Parekh, Bina Roy, Bharat Bhushan",Ghunghat (1960),Dance Songs
Ye Zindagi Ka Mausam Aur Ye Sama Suhana4.75 - 12 votes,"Mohammed Rafi, Asha Bhosle",Ravi,Shakeel Badayuni,"Pradeep Kumar, Asha Parekh",Ghunghat (1960),Romantic Songs
Meri Pat Raakho Girdhaari4.38 - 8 votes,Lata Mangeshkar,Ravi,Shakeel Badayuni,Bina Roy,Ghunghat (1960),Prayer
Haye Re Insan Kee Majburiya4.22 - 9 votes,Mohammed Rafi,Ravi,Shakeel Badayuni,"Pradeep Kumar, Bina Roy, Bharat Bhushan",Ghunghat (1960),Sad Songs
Dil Na Kahi Lagana Zalim Hai Ye Jamana3.40 - 5 votes,Asha Bhosle,Ravi,Shakeel Badayuni,"Rajendra Nath, Helen, Minoo Mumtaz, Leela Chitnis, Bina Roy, Asha Parekh, Agha, Pradeep Kumar",Ghunghat (1960),Dance Songs
Gori Ghunghat Me Mukhda Chupao Na3.17 - 6 votes,Asha Bhosle,Ravi,Shakeel Badayuni,"Minoo Mumtaz, Bina Roy",Ghunghat (1960),Masti Bhare Geet
Pyari Sakhi Saj Dhaj Ke Apne Pee Ke Daware3.00 - 1 votes,Asha Bhosle,Ravi,Shakeel Badayuni,"Bina Roy, Asha Parekh",Ghunghat (1960),"Vidai (Doli) Songs, Sad Songs"
Laage Na Moraa Jiyaa Sajanaa Nahin Aaye Haay4.42 - 26 votes,Lata Mangeshkar,Ravi,Shakeel Badayuni,"Asha Parekh, Pradeep Kumar",Ghunghat (1960),Sad Songs
Raste Raste Jane Wali Lahra Ke Lat Kali Kali4.33 - 3 votes,"Kishore Kumar, Asha Bhosle",Kalyanji Anandji,Rajinder Krishan,,Ghulam Begum Badshah (1973),Ched Chad Songs
Ghodi Pe Ho Ke Savar Chala Hai Dulha Yar4.00 - 7 votes,Mohammed Rafi,Kalyanji Anandji,Rajinder Krishan,"Anil Dhawan, Shatrughan Sinha, Moushumi Chatterjee, David",Ghulam Begum Badshah (1973),Marriage Songs
Chor Chori Se Jaaye Hera Pheri Se Na Jaye4.00 - 3 votes,Lata Mangeshkar,Kalyanji Anandji,Rajinder Krishan,,Ghulam Begum Badshah (1973),Item Songs
Durga Mata Ki Jai (Dance Music)3.00 - 1 votes,,Kalyanji Anandji,,,Ghulam Begum Badshah (1973),Instrumental Songs
Kahe Ko Kali Se Main Phulwa Ho Gayi3.00 - 1 votes,Asha Bhosle,Kalyanji Anandji,Rajinder Krishan,,Ghulam Begum Badshah (1973),Item Songs
Thoda Sa Humko Sharbate Deedar4.63 - 8 votes,Mohammed Rafi,Sudipt,Roopbani,,Ghulam Begum Badshah (1956),
Paise Ke Kya Kehne Ho Paisa Peer Hai4.50 - 6 votes,Hemant Kumar,Sudipt,Shyam HIndi,,Ghulam Begum Badshah (1956),
Jannat Ki Hur Hu Dil Ka Surur Hu3.67 - 3 votes,Shamshad Begum,Sudipt,Shyam HIndi,,Ghulam Begum Badshah (1956),
Aaj Hai Mujhko Khushi3.00 - 1 votes,Asha Bhosle,Sudipt,Shauqat Pardesi,,Ghulam Begum Badshah (1956),
Dil Hai Ye Tera Dil Tu Liye Ja3.00 - 1 votes,Geeta Dutt,Sudipt,Indeevar,,Ghulam Begum Badshah (1956),
Dil Se Mere Dil Mila3.00 - 1 votes,Geeta Dutt,Sudipt,Indeevar,,Ghulam Begum Badshah (1956),
Yeh Jo Teri Payalo Ki Chhan Chhan Hai4.17 - 29 votes,"Sadhana Sargam, Abhijeet",Anand Raj Anand,Anand Raj Anand,Inder Kumar,Ghunghat (1997),Romantic Songs
Tu Hi Mera Shiva Aankhe Khol Jara4.08 - 12 votes,Kavita Krishnamurthy,Anand Raj Anand,Dev Kohli,,Ghunghat (1997),Religious Songs
Apnu Ka Naya Naya Istail Hotel Hai Mobile4.33 - 6 votes,"Prashant Raj, Aditya Narayan",Anand Raj Anand,Anand Raj Anand,,Ghunghat (1997),Masti Bhare Geet
Ghunghat Me Chehra Aap Ka4.33 - 3 votes,Hariharan,Anand Raj Anand,Anand Raj Anand,,Ghunghat (1997),
Aag Dil Me Lagi3.00 - 1 votes,S P Balasubramaniam,Anand Raj Anand,Anand Raj Anand,,Ghunghat (1997),
Gore Gore Paon Me Chandee Kee Payal3.00 - 1 votes,"Asha Bhosle, S P Balasubramaniam",Anand Raj Anand,Anand Raj Anand,,Ghunghat (1997),
Ladki Hai Bholi Masti Me Doli3.00 - 1 votes,"Asha Bhosle, Udit Narayan",Anand Raj Anand,Dev Kohli,,Ghunghat (1997),Masti Bhare Geet
Jago Jago Subah Ho Gayi3.00 - 4 votes,"Nilesh, Jojo Khan, Arun, Meena, Aditya Narayan",Anand Raj Anand,Vicky Nagar,,Ghunghat (1997),Masti Bhare Geet
Chim Chimnii3.00 - 1 votes,"Aditya Narayan, Udit Narayan, Abhijeet",Anand Raj Anand,Anand Raj Anand,,Ghunghat (1997),
Tera Gam Mera Gam Ek Jaisa Sanam3.81 - 21 votes,"Kavita Krishnamurthy, Hariharan",Rajesh Roshan,Majrooh Sultanpuri,"Nana Patekar, Raveena Tandon",Ghulam E Musthafa (1997),
Dum Dum Danke Pe Chot Padi4.00 - 4 votes,"Alka Yagnik, Udit Narayan",Rajesh Roshan,Anand Bakshi,Nana Patekar,Ghulam E Musthafa (1997),Masti Bhare Geet
Ladke Idhar Bhi Ladke Udhar Bhi4.00 - 2 votes,"Udit Narayan, Preeti Uttam",Rajesh Roshan,Anand Bakshi,,Ghulam E Musthafa (1997),
Sara Shahar Aaj Jagega3.00 - 1 votes,Sunita Rao,Rajesh Roshan,Anand Bakshi,"Raveena Tandon, Nana Patekar",Ghulam E Musthafa (1997),Romantic Songs
Tera Gham Mera Gham (Sad)4.19 - 21 votes,"Kavita Krishnamurthy, Hariharan",Rajesh Roshan,Anand Bakshi,"Nana Patekar, Raveena Tandon",Ghulam E Musthafa (1997),Sad Songs
Ho Mubarak Tujhe Humnava Mil Gaya4.31 - 13 votes,"Afzal, Iqbal",Rajesh Roshan,Anand Bakshi,"Raveena Tandon, Nana Patekar",Ghulam E Musthafa (1997),Masti Bhare Geet
